FIPS code;GeoName;State;2001 Personal income (thousands of dollars) ;2002 Personal income (thousands of dollars) ;2003 Personal income (thousands of dollars) ;2004 Personal income (thousands of dollars) ;2005 Personal income (thousands of dollars) ;2006 Personal income (thousands of dollars) ;2007 Personal income (thousands of dollars) ;2008 Personal income (thousands of dollars) ;2009 Personal income (thousands of dollars) ;2010 Personal income (thousands of dollars) ;2011 Personal income (thousands of dollars) ;2012 Personal income (thousands of dollars) ;2013 Personal income (thousands of dollars) ;2014 Personal income (thousands of dollars) ;2015 Personal income (thousands of dollars) ;2016 Personal income (thousands of dollars) ;2017 Personal income (thousands of dollars) ;2018 Personal income (thousands of dollars) ;2019 Personal income (thousands of dollars) ;2020 Personal income (thousands of dollars) ;2021 Personal income (thousands of dollars) ;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/;2001 Population (persons) 1/;2002 Population (persons) 1/;2003 Population (persons) 1/;2004 Population (persons) 1/;2005 Population (persons) 1/;2006 Population (persons) 1/;2007 Population (persons) 1/;2008 Population (persons) 1/;2009 Population (persons) 1/;2010 Population (persons) 1/;2011 Population (persons) 1/;2012 Population (persons) 1/;2013 Population (persons) 1/;2014 Population (persons) 1/;2015 Population (persons) 1/;2016 Population (persons) 1/;2017 Population (persons) 1/;2018 Population (persons) 1/;2019 Population (persons) 1/;2020 Population (persons) 1/;2021 Population (persons) 1/
42071;Lancaster County;Pennsylvania;14520868;14690788;15364753;16432640;17254989;17835949;18671889;19420963;18964433;19927942;20920557;21722057;22379442;23662087;25037037;25785278;27155951;28586084;29814037;32168792;34075719;475483;480118;485119;489977;494722;500922;506639;511957;516577;520480;524782;528372;532174;536132;539334;542338;546058;549342;551484;552597;553652;475483;480118;485119;489977;494722;500922;506639;511957;516577;520480;524782;528372;532174;536132;539334;542338;546058;549342;551484;552597;553652
42073;Lawrence County;Pennsylvania;2260682;2339284;2427713;2503639;2561931;2716404;2885992;3055406;2981789;3130820;3291127;3354617;3329071;3409575;3487828;3484188;3570915;3732690;3807911;4154545;4412555;94085;93938;93696;93250;92741;92248;92007;91798;91391;91037;90634;90088;89550;89027;88595;87900;87206;86841;86256;85865;85497;94085;93938;93696;93250;92741;92248;92007;91798;91391;91037;90634;90088;89550;89027;88595;87900;87206;86841;86256;85865;85497
42075;Lebanon County;Pennsylvania;3468638;3551033;3684642;3997216;4191238;4386738;4612136;4822354;4764125;4963334;5191005;5299194;5383510;5587226;5894376;6108797;6398377;6723226;6985072;7505803;8007372;120954;121698;123154;124644;126197;128302;130182;131574;132959;133705;134722;135880;136307;137201;138317;139470;140629;142446;142809;143242;143493;120954;121698;123154;124644;126197;128302;130182;131574;132959;133705;134722;135880;136307;137201;138317;139470;140629;142446;142809;143242;143493
42077;Lehigh County;Pennsylvania;10814059;11029029;11395107;11945739;12683519;13370769;14403429;14827244;14429688;15396562;15897496;15908011;15947555;16672637;17559111;18058697;18494937;19241433;20427073;21806380;23484928;314823;317252;321588;326138;331327;336794;340848;344743;347237;350098;353772;355496;356463;359157;361634;364690;368502;371581;372819;374504;375539;314823;317252;321588;326138;331327;336794;340848;344743;347237;350098;353772;355496;356463;359157;361634;364690;368502;371581;372819;374504;375539
42079;Luzerne County;Pennsylvania;8720862;8896295;9122596;9535199;9800383;10240972;10822379;11230067;11186188;11460350;11820458;12064545;12089550;12454160;12889364;13260948;13551635;14133487;14615800;15983764;17052703;316665;315711;315640;315439;316187;316837;318232;319210;320527;321218;322083;323055;322359;322696;322427;322211;323873;324748;324887;325057;326053;316665;315711;315640;315439;316187;316837;318232;319210;320527;321218;322083;323055;322359;322696;322427;322211;323873;324748;324887;325057;326053
42081;Lycoming County;Pennsylvania;2990958;3064739;3167742;3277338;3339075;3431790;3601761;3764067;3777095;3963678;4314690;4432110;4451643;4600920;4673450;4584205;4714865;4902333;5075801;5479618;5732928;118930;118344;118108;117911;117530;116983;116524;116147;116081;116236;116853;117428;116900;116688;116083;115476;114742;114853;114336;113980;113605;118930;118344;118108;117911;117530;116983;116524;116147;116081;116236;116853;117428;116900;116688;116083;115476;114742;114853;114336;113980;113605
42083;McKean County;Pennsylvania;1130207;1134066;1168630;1219509;1237873;1308429;1353182;1431713;1425630;1479690;1625765;1676514;1693189;1745835;1725908;1726268;1755889;1796279;1828570;1939434;2043745;45263;45419;44980;44582;44187;44309;44045;43856;43701;43347;43142;43151;42818;42662;42422;41699;41424;41009;40626;40306;39941;45263;45419;44980;44582;44187;44309;44045;43856;43701;43347;43142;43151;42818;42662;42422;41699;41424;41009;40626;40306;39941
42085;Mercer County;Pennsylvania;2913662;2979730;3076658;3228119;3346588;3508445;3688135;3749178;3669560;3798573;3992807;4031959;4123134;4228285;4353181;4366785;4482204;4638014;4727226;5109568;5422791;119861;119476;119431;119113;118594;118123;117794;117189;116816;116655;116409;116092;115782;115533;114674;113820;112868;112090;110974;110333;109972;119861;119476;119431;119113;118594;118123;117794;117189;116816;116655;116409;116092;115782;115533;114674;113820;112868;112090;110974;110333;109972
42087;Mifflin County;Pennsylvania;1034195;1051751;1079555;1142436;1195077;1224002;1286339;1331068;1334384;1412949;1473178;1501433;1536589;1591026;1638120;1671563;1742372;1815829;1850197;2029060;2157711;46535;46558;46420;46313;46377;46435;46551;46600;46662;46639;46750;46763;46648;46514;46454;46312;46295;46209;46121;46073;46136;46535;46558;46420;46313;46377;46435;46551;46600;46662;46639;46750;46763;46648;46514;46454;46312;46295;46209;46121;46073;46136
42089;Monroe County;Pennsylvania;3814532;4011713;4236917;4534821;4802690;5074251;5401544;5639407;5509355;5512283;5784442;5720936;5995776;6255460;6518581;6663172;6903699;7228009;7613060;8323052;8991360;143775;148833;154027;158181;162045;165185;167352;168576;169390;169809;169701;168281;166870;166649;165695;165244;166769;168072;168447;168248;169273;143775;148833;154027;158181;162045;165185;167352;168576;169390;169809;169701;168281;166870;166649;165695;165244;166769;168072;168447;168248;169273
42091;Montgomery County;Pennsylvania;37935308;38291217;39472338;42379941;44014405;47399026;48762878;43726128;44088173;48719812;53242851;56795315;54473605;57421400;60154175;62441675;62301182;65337377;67497933;72276325;76308438;759392;766056;772666;776493;779401;781519;785170;789250;795494;801425;808078;813755;819973;825458;829192;834171;840954;845756;851529;856947;860578;759392;766056;772666;776493;779401;781519;785170;789250;795494;801425;808078;813755;819973;825458;829192;834171;840954;845756;851529;856947;860578
42093;Montour County;Pennsylvania;498492;529964;553876;583671;602018;646562;698087;740307;730706;770325;828274;855392;893627;914211;941736;973837;1003165;1031460;1042852;1099315;1167472;18294;18237;18239;18174;18183;18114;18107;18090;18165;18300;18373;18448;18426;18454;18341;18293;18315;18239;18256;18115;18087;18294;18237;18239;18174;18183;18114;18107;18090;18165;18300;18373;18448;18426;18454;18341;18293;18315;18239;18256;18115;18087
42095;Northampton County;Pennsylvania;8359750;8662386;9079588;9647338;10477509;11050483;12057949;12553614;11972860;12206275;12681594;13041977;13376217;13925767;14547084;15138700;15761683;16704856;17512779;18483451;19838875;269363;272782;276735;281374;285198;289628;293212;295096;296645;298109;299147;300622;301266;302633;303837;305907;308170;310667;311938;312855;313628;269363;272782;276735;281374;285198;289628;293212;295096;296645;298109;299147;300622;301266;302633;303837;305907;308170;310667;311938;312855;313628
42097;Northumberland County;Pennsylvania;2343650;2369900;2442497;2585488;2616929;2698595;2832422;2953532;2985484;3086366;3256741;3288799;3347836;3391844;3515160;3496141;3613650;3742380;3892685;4247100;4519962;94176;94024;93910;93692;93543;93475;93728;94150;94774;94319;94553;94703;94300;94146;93561;93124;92675;92151;91829;91471;91266;94176;94024;93910;93692;93543;93475;93728;94150;94774;94319;94553;94703;94300;94146;93561;93124;92675;92151;91829;91471;91266
42099;Perry County;Pennsylvania;1177105;1205105;1256967;1339513;1387890;1419128;1498826;1576296;1556876;1606660;1662972;1689470;1704916;1762015;1854251;1888176;1987040;2079950;2158586;2307693;2469445;43804;43896;44216;44463;44741;45121;45454;45549;45874;45912;45880;45728;45536;45511;45664;45716;45786;45854;45995;45821;45986;43804;43896;44216;44463;44741;45121;45454;45549;45874;45912;45880;45728;45536;45511;45664;45716;45786;45854;45995;45821;45986
42101;Philadelphia County;Pennsylvania;38760088;39533650;41389134;44402914;45197513;47219823;54766260;61605189;58832873;61645932;64086331;69601595;72945473;75844443;78347743;84223651;82444368;86241086;86719151;90752222;95944257;1505455;1498493;1493802;1492882;1490861;1488710;1493309;1499731;1514694;1528853;1543394;1557134;1566030;1575564;1583604;1590852;1598281;1605351;1605618;1601005;1576251;1505455;1498493;1493802;1492882;1490861;1488710;1493309;1499731;1514694;1528853;1543394;1557134;1566030;1575564;1583604;1590852;1598281;1605351;1605618;1601005;1576251
42103;Pike County;Pennsylvania;1255945;1311943;1388139;1526469;1683706;1771171;1949967;2043347;1966196;2013748;2097369;2125102;2159854;2252179;2367816;2476180;2557140;2702094;2913601;3071019;3357811;47594;49063;50837;52293;54000;55601;56627;57739;57671;57444;57414;56888;56924;56755;56688;56555;57268;57906;58113;58591;59952;47594;49063;50837;52293;54000;55601;56627;57739;57671;57444;57414;56888;56924;56755;56688;56555;57268;57906;58113;58591;59952
42105;Potter County;Pennsylvania;454732;457128;495660;858228;1324981;563468;504430;627542;506991;536861;562395;592965;590282;603142;611985;635697;679007;734279;744740;782560;836226;18146;18273;18168;18067;17914;17944;17659;17464;17382;17448;17436;17535;17416;17145;17031;16898;16776;16555;16465;16356;16259;18146;18273;18168;18067;17914;17944;17659;17464;17382;17448;17436;17535;17416;17145;17031;16898;16776;16555;16465;16356;16259
42107;Schuylkill County;Pennsylvania;3702834;3806387;3934325;4045699;4185129;4386754;4651322;4886303;4838772;4986024;5105320;5127001;5146176;5282059;5511644;5576528;5736260;5948637;6149444;6686885;7084510;149175;148705;147792;147081;146976;148005;148387;148463;148358;148335;147809;147623;147382;146324;145261;144826;144088;143498;143108;142777;143264;149175;148705;147792;147081;146976;148005;148387;148463;148358;148335;147809;147623;147382;146324;145261;144826;144088;143498;143108;142777;143264
42109;Snyder County;Pennsylvania;1002399;986416;1023136;1112072;1133307;1174410;1233824;1293164;1276091;1321909;1382816;1404278;1460939;1495835;1552132;1564580;1634144;1699138;1733581;1883300;2014569;37955;38104;38319;38519;38448;38946;39295;39481;39550;39696;39715;39760;39951;40007;40232;40103;40210;40007;39870;39717;39621;37955;38104;38319;38519;38448;38946;39295;39481;39550;39696;39715;39760;39951;40007;40232;40103;40210;40007;39870;39717;39621
42111;Somerset County;Pennsylvania;1806912;1816142;1872391;2021348;2073381;2155962;2290672;2435917;2414541;2653554;2694516;2738515;2712095;2794027;2852986;2842595;2937655;3044631;3137150;3388596;3544025;79523;79621;79754;79402;79015;78834;78490;78120;78025;77790;77421;77270;76954;76618;75955;75542;75024;74802;74388;73917;73627;79523;79621;79754;79402;79015;78834;78490;78120;78025;77790;77421;77270;76954;76618;75955;75542;75024;74802;74388;73917;73627
42113;Sullivan County;Pennsylvania;160412;166246;168894;173328;172685;176869;190000;200349;202612;213837;237084;248086;251160;266159;265424;260794;269954;278733;292619;308054;326051;6625;6592;6574;6554;6513;6487;6525;6462;6449;6408;6408;6388;6279;6249;6227;6078;6083;5998;5894;5838;5868;6625;6592;6574;6554;6513;6487;6525;6462;6449;6408;6408;6388;6279;6249;6227;6078;6083;5998;5894;5838;5868
42115;Susquehanna County;Pennsylvania;1061080;1064803;1091010;1157733;1178661;1224580;1273683;1342350;1301081;1375017;1504963;1536850;1584611;1647712;1673529;1645220;1736256;1808915;1898763;1963175;2124984;42483;42410;42685;42930;43219;43376;43310;43405;43346;43290;43004;42533;41844;41370;40899;40234;39752;39229;38758;38354;38389;42483;42410;42685;42930;43219;43376;43310;43405;43346;43290;43004;42533;41844;41370;40899;40234;39752;39229;38758;38354;38389
42117;Tioga County;Pennsylvania;914255;920703;946590;994947;1012293;1058281;1110419;1169612;1187721;1295912;1460896;1493954;1490870;1517167;1551756;1535931;1569532;1620620;1705310;1817611;1947086;41496;41638;41676;41724;41579;41347;41371;41609;41818;42018;42356;42627;42454;42203;41884;41676;41165;41221;41220;40969;40929;41496;41638;41676;41724;41579;41347;41371;41609;41818;42018;42356;42627;42454;42203;41884;41676;41165;41221;41220;40969;40929
42119;Union County;Pennsylvania;1004666;1007316;1037462;1141587;1167293;1220683;1282097;1366551;1378602;1386247;1462233;1509928;1548494;1585029;1625448;1673343;1754128;1812570;1911553;2036714;2155225;42098;42372;42622;43287;43690;44666;44846;45057;44795;44964;44923;44821;44240;44317;44700;44489;43563;43738;43003;42625;42568;42098;42372;42622;43287;43690;44666;44846;45057;44795;44964;44923;44821;44240;44317;44700;44489;43563;43738;43003;42625;42568
42121;Venango County;Pennsylvania;1442740;1461081;1516491;1586248;1619713;1676102;1726457;1824651;1794204;1863045;1940223;1919340;1915360;1979737;2017607;2015584;2034731;2126822;2215706;2375009;2531389;57091;56789;56590;56196;56016;55761;55510;55315;55087;54972;54676;54179;53806;53341;52949;52472;51782;51264;50852;50275;49938;57091;56789;56590;56196;56016;55761;55510;55315;55087;54972;54676;54179;53806;53341;52949;52472;51782;51264;50852;50275;49938
42123;Warren County;Pennsylvania;1101353;1088581;1130507;1215811;1293747;1364210;1400830;1526914;1406994;1420808;1479577;1521945;1581517;1686330;1557225;1557129;1586908;1645046;1692924;1806434;1882151;43562;43184;42896;42667;42218;41972;41963;41853;41831;41760;41459;41173;40827;40490;40129;39782;39387;39193;38798;38480;38134;43562;43184;42896;42667;42218;41972;41963;41853;41831;41760;41459;41173;40827;40490;40129;39782;39387;39193;38798;38480;38134
42125;Washington County;Pennsylvania;5961402;6000131;6117677;6693405;7142474;7643309;8161073;8345038;8305287;8911356;9462944;9801134;10095135;10489332;11008337;10946604;11499303;12021942;12011779;12956250;13710248;203179;203104;203859;204090;205359;205992;206259;207240;207571;208004;208392;208897;208905;209080;209096;208981;208903;209106;209093;209157;209470;203179;203104;203859;204090;205359;205992;206259;207240;207571;208004;208392;208897;208905;209080;209096;208981;208903;209106;209093;209157;209470
42127;Wayne County;Pennsylvania;1234920;1281656;1336129;1403160;1444941;1502517;1580638;1706030;1720643;1801814;1893120;1893921;1899206;1934957;2008333;2068197;2142707;2258523;2334885;2513520;2692481;47994;48330;48938;49423;50409;52031;52341;51692;52552;52839;52728;52237;52194;52051;51812;51330;51170;51338;51241;51101;51431;47994;48330;48938;49423;50409;52031;52341;51692;52552;52839;52728;52237;52194;52051;51812;51330;51170;51338;51241;51101;51431
42129;Westmoreland County;Pennsylvania;10684332;10802331;11047723;11826262;12424169;13128517;13852629;14523687;14016293;14534164;15406968;15962105;15744025;16328697;16733559;16920614;17263751;18070701;18648808;20043536;21138764;368698;367680;367836;367281;366946;366559;366318;366058;365259;365210;365354;364449;363052;361966;360738;359183;357244;356372;355381;353998;353057;368698;367680;367836;367281;366946;366559;366318;366058;365259;365210;365354;364449;363052;361966;360738;359183;357244;356372;355381;353998;353057
42131;Wyoming County;Pennsylvania;691058;707281;722529;783142;802320;843428;874705;922950;915012;932508;1036774;1082899;1075942;1118622;1146606;1128613;1154825;1231127;1281191;1371050;1455356;28119;28011;28074;28195;28160;28194;28287;28294;28268;28235;28248;28263;27961;27937;27530;27214;27013;26625;26296;26001;26034;28119;28011;28074;28195;28160;28194;28287;28294;28268;28235;28248;28263;27961;27937;27530;27214;27013;26625;26296;26001;26034
42133;York County;Pennsylvania;11540266;11812578;12512475;13806584;14832287;15265534;16706908;18075800;17466956;17728800;18187806;18432317;18521213;19049849;19869897;20591132;21448897;22434412;23334786;25013876;26544888;385773;389692;395093;401403;409066;418043;424919;429399;433022;435566;437481;438872;440954;443127;445022;447735;450261;453380;454912;456389;458696;385773;389692;395093;401403;409066;418043;424919;429399;433022;435566;437481;438872;440954;443127;445022;447735;450261;453380;454912;456389;458696
44001;Bristol County;Rhode Island;2123938;2197562;2310663;2478339;2546921;2752487;2912896;2927249;2748552;3018010;3035155;3234711;3175302;3272009;3442989;3563945;3683718;3731549;3979846;4164201;4462351;50942;51850;51658;52213;51667;50996;50914;50668;50075;49877;49536;49819;50047;50119;50423;50365;50528;50678;50746;50750;50818;50942;51850;51658;52213;51667;50996;50914;50668;50075;49877;49536;49819;50047;50119;50423;50365;50528;50678;50746;50750;50818
44003;Kent County;Rhode Island;5656757;5934722;6273845;6574088;6716408;7019348;7277474;7460922;7337014;7520392;7924895;8174856;8246055;8567793;8878785;8954498;9391334;9658513;10187809;10829548;11592569;168516;169478;170641;170539;169815;168522;167515;167269;166766;166171;165995;165915;166222;166931;166764;167378;167761;168924;169506;170323;170715;168516;169478;170641;170539;169815;168522;167515;167269;166766;166171;165995;165915;166222;166931;166764;167378;167761;168924;169506;170323;170715
44005;Newport County;Rhode Island;3263112;3361968;3552273;3783380;3834770;4093823;4101525;4150433;3999328;4118438;4428756;4720538;4770102;4934466;5057065;5205958;5501954;5693912;6297729;6719397;7166776;85754;85953;85646;85509;83962;85130;82881;82505;82896;83274;83701;84042;84739;84980;85380;85702;85702;85753;85782;85388;85264;85754;85953;85646;85509;83962;85130;82881;82505;82896;83274;83701;84042;84739;84980;85380;85702;85702;85753;85782;85388;85264
44007;Providence County;Rhode Island;17906970;18611007;19515406;20330493;20818904;21854954;22957639;23313379;22682620;24134066;24712753;25414261;25426202;26668709;27657579;27853552;28947789;30095364;31791434;34534648;37142500;626935;632252;636149;638358;635060;631691;629110;627889;626304;628438;632362;636592;639356;642864;646379;650009;651497;656732;658872;660015;658221;626935;632252;636149;638358;635060;631691;629110;627889;626304;628438;632362;636592;639356;642864;646379;650009;651497;656732;658872;660015;658221
44009;Washington County;Rhode Island;4682554;4867298;5095583;5440092;5578475;5770097;5988406;6076596;6021154;6325306;6692136;6957376;6927044;7203198;7411152;7651742;7785878;8311133;8850343;9461203;10167264;124995;126462;127248;127960;127412;126757;126895;126672;127605;127194;127053;127234;127804;128147;128402;128797;129426;129664;129618;129753;130592;124995;126462;127248;127960;127412;126757;126895;126672;127605;127194;127053;127234;127804;128147;128402;128797;129426;129664;129618;129753;130592
45001;Abbeville County;South Carolina;607974;563858;533430;569147;581743;604258;626928;664394;661774;677940;697642;689909;703370;731171;772162;777346;797470;822004;853693;922331;986447;26330;26311;26306;26235;25995;25821;25745;25699;25614;25332;25067;24986;24845;24723;24706;24560;24452;24470;24398;24212;24299;26330;26311;26306;26235;25995;25821;25745;25699;25614;25332;25067;24986;24845;24723;24706;24560;24452;24470;24398;24212;24299
